Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
,y3-2(NH3)(2+),194.89,816.65,b8-(CH3SH)-(HCOH)(1+),1887.5428016700744,335.0193830196512,0.304
,ai(9-10)-(H20)-(NH3)(1+),194.89,816.65,b8-(CH3SH)-(HCOH)(1+),1887.5428016700744,335.0193830196512,0.743
88,,576.15,746.24,,2705.7771865857794,334.0137311210676,
89,,508.2,614.12,,2025.5962430055888,333.9314025283082,
90,ai(7-10)-2(H2O)-(HN=C=NH)(1+),420.98,607.01,b6-(H2O)(1+),1272.746742372339,332.5408796947733,0.716
91,,590.58,678.09,,2320.6072987215184,331.42003264157313,
92,,567.15,800.27,,2978.442062296801,331.2242777253661,
93,,507.38,903.23,,2453.954253974459,330.1823960117722,
94,,424.0,957.08,,2719.9539106325296,330.09176323875755,
95,b4(1+),427.09,772.97,y6-(H2O)(1+),7428.416809352615,329.55859281913996,0.463
,b4(1+),427.09,772.97,y6-(NH3)(1+),7428.416809352615,329.55859281913996,0.541
96,y1(1+),165.74,725.18,ai(4-10)-(HN=C=NH)-(HCOH)(1+),3092.3170079458473,329.31286646014297,0.502
,y1(1+),165.74,725.18,bi(5-10)(1+),3092.3170079458473,329.31286646014297,0.747
,ai(2-5)-(HCOH)(2+),165.74,725.18,y6-2(H2O)-(HCOH)(1+),3092.3170079458473,329.31286646014297,0.765
97,,467.11,507.74,,2151.24957332132,329.2283933370079,
98,,576.32,812.04,,2659.1994732301773,329.17818743480507,
99,,576.36,712.89,,2368.273186166238,327.69778754199535,
100,ai(6-10)-(NH3)(2+),290.71,526.23,b5(1+),1930.2735284063556,327.4070817268257,0.041
,a6-(NH3)(2+),290.71,526.23,bi(7-10)(1+),1930.2735284063556,327.4070817268257,0.158
,ai(6-10)-(H2O)(2+),290.71,526.23,b5(1+),1930.2735284063556,327.4070817268257,0.492
,bi(6-8)-2(H2O)-(HN=C=NH)(1+),290.71,526.23,b5(1+),1930.2735284063556,327.4070817268257,0.512
,b6-(CH2S)(2+),290.71,526.23,bi(7-10)(1+),1930.2735284063556,327.4070817268257,0.551
,a6-(H2O)(2+),290.71,526.23,bi(7-10)(1+),1930.2735284063556,327.4070817268257,0.56
101,,525.73,752.34,,1528.91310884746,327.0029927596692,
102,,349.71,396.65,,1218.4950641795758,326.29301762860024,
103,,166.01,585.15,,12416.91346060134,325.8651869503539,
104,b3-(H2O)(1+),307.75,561.4,y4-(NH3)(1+),4482.694224875224,325.79966602943256,0.393
105,,397.59,482.32,,1656.9405148206865,325.7801944179522,
106,b3(1+),325.84,825.24,y7-2(NH3)-(HCOH)(1+),1690.102140825132,325.71255532128583,0.431
,b3(1+),325.84,825.24,bi(4-10)(1+),1690.102140825132,325.71255532128583,0.453
107,,566.67,598.11,,1665.390503908925,325.1813926659756,
108,b2-2(NH3)(1+),160.75,384.28,bi(3-6)-(NH3)-(HCOH)(1+),5013.739397050213,324.7510381178244,0.32
,b2-2(NH3)(1+),160.75,384.28,ai(3-9)-2(NH3)(2+),5013.739397050213,324.7510381178244,0.631
,b2-(H20)-(NH3)(1+),160.75,384.28,bi(3-6)-(NH3)-(HCOH)(1+),5013.739397050213,324.7510381178244,0.675
109,,584.61,1033.59,,2319.808374018979,324.2343611509983,
110,y6(2+),395.24,479.13,b5-(NH3)-(HCOH)(1+),2918.966183617407,322.68791797340003,0.539
111,,511.63,628.75,,3538.528602384088,322.6110999181112,
112,,590.05,996.24,,1494.8836249166557,322.5599085469657,
113,ai(2-7)-(CH3SH)-(HCOH)(1+),495.35,545.03,y4-2(NH3)(1+),1353.1790673051557,322.52030219599163,0.711
,bi(2-7)-(CH3CH2SCH3)-(HCOH)(1+),495.35,545.03,y4-2(NH3)(1+),1353.1790673051557,322.52030219599163,0.713
114,,520.64,774.22,,2510.6262404390263,322.4372811892754,
115,,567.25,754.99,,1837.4920141134714,321.0004285699031,
116,,561.14,717.2,,1931.9215637128075,320.9710505052238,
117,,395.64,756.23,,1795.2152671611125,320.62328025498806,
