,m/z A,m/z B,Ranking,comp_1_m/z A,comp_4_m/z B,1*m/z A + 4*m/z B,comp_2_m/z A,comp_3_m/z B,2*m/z A + 3*m/z B,comp_3_m/z A,comp_2_m/z B,3*m/z A + 2*m/z B,comp_4_m/z A,comp_1_m/z B,4*m/z A + 1*m/z B,1*m/z A + 3*m/z B,2*m/z A + 2*m/z B,3*m/z A + 1*m/z B
1994560,704.75236676,947.08239124,321,704.75236676,3788.32956496,4493.08193172,1409.50473352,2841.24717372,4250.75190724,2114.25710028,1894.16478248,4008.42188276,2819.00946704,947.08239124,3766.09185828,3545.9995404799997,3303.669516,3061.33949152
7239827,1063.64703913,1326.8031922,322,1063.64703913,5307.2127688,6370.85980793,2127.29407826,3980.4095766,6107.70365486,3190.94111739,2653.6063844,5844.54750179,4254.58815652,1326.8031922,5581.39134872,5044.05661573,4780.90046266,4517.74430959
1033011,656.40145407,1254.75707471,323,656.40145407,5019.02829884,5675.42975291,1312.80290814,3764.2712241300005,5077.0741322700005,1969.20436221,2509.51414942,4478.718511630001,2625.60581628,1254.75707471,3880.36289099,4420.6726782000005,3822.31705756,3223.96143692
6307879,891.28548498,1183.03544324,324,891.28548498,4732.14177296,5623.427257939999,1782.57096996,3549.10632972,5331.67729968,2673.85645494,2366.07088648,5039.92734142,3565.14193992,1183.03544324,4748.17738316,4440.3918146999995,4148.64185644,3856.8918981799998
2869561,737.19658723,941.23344379,325,737.19658723,3764.93377516,4502.13036239,1474.39317446,2823.70033137,4298.09350583,2211.58976169,1882.46688758,4094.05664927,2948.78634892,941.23344379,3890.01979271,3560.8969186000004,3356.8600620400002,3152.82320548
592914,601.37494387,1351.80877311,326,601.37494387,5407.23509244,6008.6100363099995,1202.74988774,4055.42631933,5258.17620707,1804.12483161,2703.61754622,4507.74237783,2405.49977548,1351.80877311,3757.30854859,4656.8012632,3906.36743396,3155.93360472
593148,601.38377887,665.92444779,327,601.38377887,2663.69779116,3265.08157003,1202.76755774,1997.77334337,3200.54090111,1804.15133661,1331.84889558,3136.00023219,2405.53511548,665.92444779,3071.45956327,2599.15712224,2534.61645332,2470.0757844
3684289,765.96842943,936.23081341,328,765.96842943,3744.92325364,4510.89168307,1531.93685886,2808.69244023,4340.62929909,2297.90528829,1872.46162682,4170.36691511,3063.87371772,936.23081341,4000.10453113,3574.66086966,3404.39848568,3234.1361017
592123,601.37494387,994.09358683,329,601.37494387,3976.37434732,4577.74929119,1202.74988774,2982.28076049,4185.03064823,1804.12483161,1988.18717366,3792.31200527,2405.49977548,994.09358683,3399.59336231,3583.65570436,3190.9370614,2798.2184184400003
3095689,745.44844086,862.51654479,330,745.44844086,3450.06617916,4195.51462002,1490.89688172,2587.54963437,4078.44651609,2236.34532258,1725.03308958,3961.37841216,2981.79376344,862.51654479,3844.31030823,3332.9980752300003,3215.9299713,3098.86186737
1171335,665.92444779,1066.59943536,331,665.92444779,4266.39774144,4932.32218923,1331.84889558,3199.7983060799997,4531.64720166,1997.77334337,2133.19887072,4130.972214089999,2663.69779116,1066.59943536,3730.29722652,3865.72275387,3465.0477663,3064.37277873
321255,559.35432567,754.96398759,332,559.35432567,3019.85595036,3579.21027603,1118.70865134,2264.8919627699997,3383.6006141099997,1678.06297701,1509.92797518,3187.99095219,2237.41730268,754.96398759,2992.38129027,2824.2462884399997,2628.63662652,2433.0269645999997
6743504,940.52824374,1149.35408267,333,940.52824374,4597.41633068,5537.94457442,1881.05648748,3448.06224801,5329.11873549,2821.58473122,2298.70816534,5120.29289656,3762.11297496,1149.35408267,4911.4670576299995,4388.59049175,4179.76465282,3970.93881389
4866748,799.50849898,862.26614277,334,799.50849898,3449.06457108,4248.57307006,1599.01699796,2586.79842831,4185.81542627,2398.5254969400003,1724.53228554,4123.05778248,3198.03399592,862.26614277,4060.30013869,3386.30692729,3323.5492835,3260.7916397100003
5294285,812.49088097,992.26263069,335,812.49088097,3969.05052276,4781.54140373,1624.98176194,2976.78789207,4601.7696540100005,2437.47264291,1984.52526138,4421.99790429,3249.96352388,992.26263069,4242.22615457,3789.27877304,3609.5070233200004,3429.7352736000003
2126385,708.43961804,1142.68239616,336,708.43961804,4570.72958464,5279.16920268,1416.87923608,3428.04718848,4844.92642456,2125.31885412,2285.36479232,4410.68364644,2833.75847216,1142.68239616,3976.44086832,4136.48680652,3702.2440284000004,3268.00125028
7357573,1148.68557462,1254.75707471,337,1148.68557462,5019.02829884,6167.71387346,2297.37114924,3764.2712241300005,6061.64237337,3446.0567238599997,2509.51414942,5955.570873279999,4594.74229848,1254.75707471,5849.4993731899995,4912.95679875,4806.8852986599995,4700.81379857
3585243,762.21408314,959.6188342,338,762.21408314,3838.4753368,4600.68941994,1524.42816628,2878.8565026,4403.28466888,2286.6422494199996,1919.2376684,4205.87991782,3048.85633256,959.6188342,4008.47516676,3641.07058574,3443.66583468,3246.2610836199997
2687147,729.94030268,1084.64851673,339,729.94030268,4338.59406692,5068.5343696,1459.88060536,3253.94555019,4713.82615555,2189.8209080399997,2169.29703346,4359.1179415,2919.76121072,1084.64851673,4004.40972745,3983.8858528700002,3629.1776388199996,3274.46942477
15602,507.81320773,630.39209208,340,507.81320773,2521.56836832,3029.38157605,1015.62641546,1891.1762762399999,2906.8026916999997,1523.43962319,1260.78418416,2784.2238073500002,2031.25283092,630.39209208,2661.644923,2398.98948397,2276.41059962,2153.83171527
5317115,813.49677405,1030.95842364,341,813.49677405,4123.83369456,4937.33046861,1626.9935481,3092.8752709200003,4719.86881902,2440.49032215,2061.91684728,4502.40716943,3253.9870962,1030.95842364,4284.94551984,3906.3720449700004,3688.9103953800004,3471.44874579
6926663,965.57389265,1202.75150574,342,965.57389265,4811.00602296,5776.57991561,1931.1477853,3608.2545172200003,5539.40230252,2896.72167795,2405.50301148,5302.224689430001,3862.2955706,1202.75150574,5065.04707634,4573.8284098700005,4336.65079678,4099.47318369
7166461,1030.95842364,1063.31209711,343,1030.95842364,4253.24838844,5284.2068120799995,2061.91684728,3189.93629133,5251.85313861,3092.8752709200003,2126.62419422,5219.49946514,4123.83369456,1063.31209711,5187.14579167,4220.89471497,4188.541041500001,4156.1873680300005
3161142,748.20096607,1013.61126831,344,748.20096607,4054.44507324,4802.646039310001,1496.40193214,3040.83380493,4537.23573707,2244.60289821,2027.22253662,4271.82543483,2992.80386428,1013.61126831,4006.41513259,3789.034771,3523.62446876,3258.21416652
3166960,748.45163909,1007.61016886,345,748.45163909,4030.44067544,4778.8923145300005,1496.90327818,3022.83050658,4519.73378476,2245.35491727,2015.22033772,4260.57525499,2993.80655636,1007.61016886,4001.41672522,3771.28214567,3512.1236159,3252.96508613
382989,567.28667327,918.80386508,346,567.28667327,3675.21546032,4242.50213359,1134.57334654,2756.41159524,3890.9849417800006,1701.8600198100003,1837.60773016,3539.46774997,2269.14669308,918.80386508,3187.95055816,3323.69826851,2972.1810767,2620.66388489
2315287,715.45818357,830.97831138,347,715.45818357,3323.91324552,4039.37142909,1430.91636714,2492.93493414,3923.8513012800004,2146.3745507099998,1661.95662276,3808.33117347,2861.83273428,830.97831138,3692.8110456599998,3208.3931177100003,3092.8729899,2977.3528620899997
3573476,761.96425112,862.51654479,348,761.96425112,3450.06617916,4212.03043028,1523.92850224,2587.54963437,4111.47813661,2285.89275336,1725.03308958,4010.9258429399997,3047.85700448,862.51654479,3910.37354927,3349.51388549,3248.9615918199997,3148.40929815
3283942,752.39252639,765.96842943,349,752.39252639,3063.87371772,3816.26624411,1504.78505278,2297.90528829,3802.6903410699997,2257.1775791699997,1531.93685886,3789.1144380299997,3009.57010556,765.96842943,3775.53853499,3050.29781468,3036.72191164,3023.1460085999997
5516631,830.24584233,844.2561774,350,830.24584233,3377.0247096,4207.27055193,1660.49168466,2532.7685321999998,4193.26021686,2490.73752699,1688.5123548,4179.24988179,3320.98336932,844.2561774,4165.239546719999,3363.0143745299997,3349.00403946,3334.99370439
3199914,749.20399815,755.70983464,351,749.20399815,3022.83933856,3772.0433367100004,1498.4079963,2267.1295039200004,3765.5375002200003,2247.6119944499997,1511.41966928,3759.0316637299998,2996.8159926,755.70983464,3752.5258272399997,3016.3335020700006,3009.82766558,3003.3218290899995
3544536,761.13429306,1408.83013846,352,761.13429306,5635.32055384,6396.4548469,1522.26858612,4226.49041538,5748.7590015,2283.40287918,2817.66027692,5101.0631561,3044.53717224,1408.83013846,4453.3673106999995,4987.62470844,4339.92886304,3692.23301764
163319,537.33785199,884.53495047,353,537.33785199,3538.13980188,4075.47765387,1074.67570398,2653.6048514100003,3728.2805553900002,1612.01355597,1769.06990094,3381.0834569099998,2149.35140796,884.53495047,3033.8863584299997,3190.9427034,2843.74560492,2496.54850644
2518447,723.43894818,899.51918961,354,723.43894818,3598.07675844,4321.51570662,1446.87789636,2698.55756883,4145.43546519,2170.31684454,1799.03837922,3969.35522376,2893.75579272,899.51918961,3793.27498233,3421.99651701,3245.91627558,3069.83603415
6706445,934.88923931,1074.65142397,355,934.88923931,4298.60569588,5233.4949351899995,1869.77847862,3223.95427191,5093.73275053,2804.66771793,2149.30284794,4953.97056587,3739.55695724,1074.65142397,4814.20838121,4158.84351122,4019.08132656,3879.3191419
3229115,750.48424824,772.96790396,356,750.48424824,3091.87161584,3842.3558640799997,1500.96849648,2318.9037118799997,3819.8722083599996,2251.4527447200003,1545.93580792,3797.38855264,3001.93699296,772.96790396,3774.9048969200003,3069.3879601199997,3046.9043044,3024.4206486800003
6293924,890.02096389,1030.62403761,357,890.02096389,4122.49615044,5012.5171143299995,1780.04192778,3091.87211283,4871.91404061,2670.0628916699998,2061.24807522,4731.31096689,3560.08385556,1030.62403761,4590.70789317,3981.89307672,3841.290003,3700.6869292799997
217586,539.35040614,1084.64851673,358,539.35040614,4338.59406692,4877.94447306,1078.70081228,3253.94555019,4332.64636247,1618.0512184200002,2169.29703346,3787.34825188,2157.40162456,1084.64851673,3242.0501412900003,3793.29595633,3247.9978457400002,2702.6997351500004
64546,523.35893392,997.93548112,359,523.35893392,3991.74192448,4515.1008584,1046.71786784,2993.80644336,4040.5243112,1570.07680176,1995.87096224,3565.947764,2093.43573568,997.93548112,3091.3712168,3517.16537728,3042.5888300799998,2568.01228288
3161685,748.20096607,1208.20360316,360,748.20096607,4832.81441264,5581.015378710001,1496.40193214,3624.61080948,5121.01274162,2244.60289821,2416.40720632,4661.01010453,2992.80386428,1208.20360316,4201.00746744,4372.811775550001,3912.80913846,3452.80650137
6899660,961.31863333,1015.93719849,361,961.31863333,4063.74879396,5025.06742729,1922.63726666,3047.81159547,4970.448862130001,2883.95589999,2031.87439698,4915.83029697,3845.27453332,1015.93719849,4861.21173181,4009.1302288,3954.51166364,3899.89309848
5980631,863.26568485,997.93548112,362,863.26568485,3991.74192448,4855.0076093299995,1726.5313697,2993.80644336,4720.3378130599995,2589.7970545499998,1995.87096224,4585.6680167899995,3453.0627394,997.93548112,4450.998220519999,3857.07212821,3722.40233194,3587.73253567
5373287,817.47781535,858.51073648,363,817.47781535,3434.04294592,4251.52076127,1634.9556307,2575.53220944,4210.48784014,2452.43344605,1717.02147296,4169.45491901,3269.9112614,858.51073648,4128.42199788,3393.01002479,3351.97710366,3310.94418253
2492124,722.67830512,773.469507,364,722.67830512,3093.878028,3816.55633312,1445.35661024,2320.4085210000003,3765.7651312400003,2168.03491536,1546.939014,3714.97392936,2890.71322048,773.469507,3664.18272748,3043.0868261200003,2992.29562424,2941.50442236
5351593,816.47514528,956.56396996,365,816.47514528,3826.25587984,4642.73102512,1632.95029056,2869.69190988,4502.64220044,2449.42543584,1913.12793992,4362.55337576,3265.90058112,956.56396996,4222.46455108,3686.16705516,3546.07823048,3405.9894058
3189853,748.95326413,926.52523667,366,748.95326413,3706.10094668,4455.05421081,1497.90652826,2779.57571001,4277.48223827,2246.8597923899997,1853.05047334,4099.91026573,2995.81305652,926.52523667,3922.33829319,3528.52897414,3350.9570016,3173.38502906
4700775,797.98599687,815.4721272,367,797.98599687,3261.8885088,4059.87450567,1595.97199374,2446.4163816,4042.38837534,2393.95799061,1630.9442544,4024.90224501,3191.94398748,815.4721272,4007.41611468,3244.4023784700003,3226.91624814,3209.43011781
1162920,665.42238076,831.47854142,368,665.42238076,3325.91416568,3991.3365464400003,1330.84476152,2494.43562426,3825.28038578,1996.26714228,1662.95708284,3659.22422512,2661.68952304,831.47854142,3493.16806446,3159.8580050200003,2993.8018443600004,2827.7456837
746807,631.39546816,1058.30064272,369,631.39546816,4233.20257088,4864.59803904,1262.79093632,3174.9019281600004,4437.69286448,1894.18640448,2116.60128544,4010.78768992,2525.58187264,1058.30064272,3583.88251536,3806.29739632,3379.39222176,2952.4870472000002
381631,567.28667327,772.96790396,370,567.28667327,3091.87161584,3659.1582891099997,1134.57334654,2318.9037118799997,3453.4770584199996,1701.8600198100003,1545.93580792,3247.7958277300004,2269.14669308,772.96790396,3042.1145970400003,2886.1903851499997,2680.50915446,2474.8279237700003
7103391,1009.58402401,1072.70395882,371,1009.58402401,4290.81583528,5300.39985929,2019.16804802,3218.11187646,5237.27992448,3028.75207203,2145.40791764,5174.15998967,4038.33609604,1072.70395882,5111.04005486,4227.69590047,4164.57596566,4101.45603085
2411417,719.18388586,916.89413194,372,719.18388586,3667.57652776,4386.76041362,1438.36777172,2750.68239582,4189.05016754,2157.55165758,1833.78826388,3991.3399214600004,2876.73554344,916.89413194,3793.62967538,3469.8662816799997,3272.1560356,3074.4457895200003
5703678,845.00817145,857.76020443,373,845.00817145,3431.04081772,4276.04898917,1690.0163429,2573.28061329,4263.29695619,2535.0245143499997,1715.52040886,4250.54492321,3380.0326858,857.76020443,4237.79289023,3418.2887847399998,3405.53675176,3392.78471878
3873320,773.21861798,914.54116676,374,773.21861798,3658.16466704,4431.38328502,1546.43723596,2743.62350028,4290.06073624,2319.65585394,1829.08233352,4148.73818746,3092.87447192,914.54116676,4007.41563868,3516.84211826,3375.51956948,3234.1970207
2423912,719.43475488,891.535968,375,719.43475488,3566.143872,4285.57862688,1438.86950976,2674.607904,4113.47741376,2158.30426464,1783.071936,3941.37620064,2877.73901952,891.535968,3769.27498752,3394.04265888,3221.94144576,3049.84023264
7000739,978.61748265,1056.6266516,376,978.61748265,4226.5066064,5205.12408905,1957.2349653,3169.8799548,5127.114920100001,2935.85244795,2113.2533032,5049.10575115,3914.4699306,1056.6266516,4971.0965822,4148.49743745,4070.4882685000002,3992.4790995500002
3159840,748.20096607,807.73695161,377,748.20096607,3230.94780644,3979.14877251,1496.40193214,2423.2108548300002,3919.6127869700003,2244.60289821,1615.47390322,3860.07680143,2992.80386428,807.73695161,3800.54081589,3171.4118209000003,3111.87583536,3052.3398498200004
2296295,714.95639853,859.83577558,378,714.95639853,3439.34310232,4154.29950085,1429.91279706,2579.5073267400003,4009.4201238000005,2144.86919559,1719.67155116,3864.54074675,2859.82559412,859.83577558,3719.6613697000003,3294.4637252700004,3149.58434822,3004.70497117
6680771,931.22418703,1024.95025718,379,931.22418703,4099.80102872,5031.025215750001,1862.44837406,3074.85077154,4937.2991456,2793.6725610900003,2049.90051436,4843.57307545,3724.89674812,1024.95025718,4749.8470053,4006.07495857,3912.3488884200005,3818.6228182700006
1834794,699.38418735,897.51424646,380,699.38418735,3590.05698584,4289.44117319,1398.7683747,2692.54273938,4091.31111408,2098.15256205,1795.02849292,3893.1810549700003,2797.5367494,897.51424646,3695.05099586,3391.92692673,3193.79686762,2995.66680851
5351896,816.47514528,1020.28068082,381,816.47514528,4081.12272328,4897.59786856,1632.95029056,3060.84204246,4693.79233302,2449.42543584,2040.56136164,4489.98679748,3265.90058112,1020.28068082,4286.18126194,3877.31718774,3673.5116522,3469.7061166599997
3340660,753.7833815,1085.65087081,382,753.7833815,4342.60348324,5096.38686474,1507.566763,3256.95261243,4764.51937543,2261.3501445,2171.30174162,4432.65188612,3015.133526,1085.65087081,4100.7843968100005,4010.73599393,3678.86850462,3347.00101531
3873733,773.21861798,978.61748265,383,773.21861798,3914.4699306,4687.68854858,1546.43723596,2935.85244795,4482.28968391,2319.65585394,1957.2349653,4276.8908192399995,3092.87447192,978.61748265,4071.49195457,3709.0710659300003,3503.6722012600003,3298.27333659
5352516,816.47514528,1288.25068026,384,816.47514528,5153.00272104,5969.47786632,1632.95029056,3864.7520407800002,5497.7023313400005,2449.42543584,2576.50136052,5025.92679636,3265.90058112,1288.25068026,4554.1512613800005,4681.22718606,4209.45165108,3737.6761161
3852436,772.86016495,997.60113709,385,772.86016495,3990.40454836,4763.26471331,1545.7203299,2992.8034112699997,4538.52374117,2318.58049485,1995.20227418,4313.78276903,3091.4406598,997.60113709,4089.04179689,3765.66357622,3540.92260408,3316.18163194
5701091,844.75753743,1064.31563818,386,844.75753743,4257.26255272,5102.020090149999,1689.51507486,3192.94691454,4882.4619894,2534.27261229,2128.63127636,4662.90388865,3379.03014972,1064.31563818,4443.3457879,4037.70445197,3818.14635122,3598.58825047
599181,601.87567191,935.55935636,387,601.87567191,3742.23742544,4344.11309735,1203.75134382,2806.67806908,4010.4294129,1805.62701573,1871.11871272,3676.74572845,2407.50268764,935.55935636,3343.0620440000002,3408.5537409900003,3074.8700565400004,2741.18637209
