m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
691.35248	717.36176	24456.803	22056.129	292.26139	71	77847.382813	30591.117188	688.334021	717.963521	1.0	5.0	ffc_line
261.12478	802.80402	191528.37	81527.661	205.55742	411	198197.140625	480760.4375	261.124746	803.405836	1.0	5.0	ffc_line
284.12558	988.1072466666667	6360.9433	4923.0731	262.23551	103	91104.039063	9381.612305	284.125591	988.441687	3.0	3.0	ffc_line
490.19574666666665	782.37198	1057.4242	1037.7002	184.07237	1059	15127.861328	3455.054932	490.195762	782.371972	3.0	3.0	ffc_line
327.13167999999996	945.4360466666668	4374.9522	4351.5307	437.91789	11	44873.488281	4460.024414	327.131687	945.43605	3.0	3.0	ffc_line
633.2548133333333	638.9787133333333	5619.5416	4807.3408	306.27624	62	6747.666992	58846.339844	633.25481	639.313158	3.0	3.0	ffc_line
470.1908133333333	802.0428800000001	68776.254	37616.668	344.09028	42	40638.152344	596823.0625	470.190818	802.377346	3.0	3.0	ffc_line
313.18871333333334	959.0450466666667	7659.3968	6667.4776	329.19326	48	100151.210938	7716.987793	313.188704	959.379483	3.0	3.0	ffc_line
393.17873	864.187405	7897.6101	7717.7903	216.8425	273	117972.320313	3031.037842	393.178735	864.183621	2.0	4.0	ffc_line
592.7529800000001	764.3988800000001	6603.5341	6200.2483	173.64853	1684	42729.824219	7632.842773	592.752983	764.397837	2.0	4.0	ffc_line
393.17873	863.4369800000001	24301.637	20653.617	252.34546	117	117972.320313	20565.884766	393.178735	864.18915	2.0	4.0	ffc_line
384.17323	867.9405800000001	45116.207	35996.191	262.43079	102	26746.464844	225962.578125	384.173199	868.6927	2.0	4.0	ffc_line
461.71903	829.421605	12324.275	11050.017	180.52284	1247	23504.154297	44549.191406	461.210861	830.674517	2.0	4.0	ffc_line
470.21628	824.9186550000001	6289.489	5456.1992	188.72088	848	3127.528809	77495.34375	471.720595	825.420325	2.0	4.0	ffc_line
470.19083	829.42143	18238.581	13036.819	171.12451	1901	5027.415527	769683.4375	471.193608	829.923119	2.0	2.0	ffc_line
600.76493	700.35878	6456.0012	6213.0978	211.15035	328	64550.300781	2965.635254	601.767805	699.357439	2.0	2.0	ffc_line
615.1249300000001	685.51403	95916.468	74589.061	194.45315	651	52151.070313	241453.65625	615.124935	686.015226	2.0	2.0	ffc_line
622.28628	676.36073	6679.1087	5958.4679	189.07461	831	54108.582031	3881.258545	622.787671	678.361652	2.0	2.0	ffc_line
543.25113	757.40553	18381.091	15742.151	261.00064	106	378279.9375	3099.599121	543.251153	757.90442	2.0	2.0	ffc_line
543.25113	757.40553	14518.937	12133.122	218.63066	258	378279.9375	3449.879883	543.251153	757.909674	2.0	2.0	ffc_line
691.35248	790.39998	3444.0165	3241.4241	172.44157	1778	22753.980469	4699.789063	689.336797	790.407254	1.0	2.0	ffc_line
216.135298	949.722542	74485.412	66783.147	580.65812	1	9018.022461	168413.8125	216.135298	949.722542			topfd
233.129712	802.60364540	432855.13	251611.97	510.44639	3	226995.015625	694280.875	233.129712	803.20537		5.0	topfd
600.71690660	1271.56187700	127828.89	105804.0	504.16946	4	253103.984375	64801.128906	600.717014	1271.561877	5.0	1.0	topfd
399.153221	785.35080000	91591.827	53994.426	479.44885	5	121369.875	244498.734375	399.153221	785.3508		1.0	topfd
399.153221	768.40394025	246382.3	146278.22	459.8209	8	121369.875	610188.125	399.153221	768.654718		4.0	topfd
525.269543	896.45155050	23430.747	21534.093	446.86473	10	18981.458984	58404.539063	525.269543	896.952927		4.0	topfd
313.188704	949.722542	91190.959	71287.816	434.27352	13	100151.210938	168413.8125	313.188704	949.722542			topfd
525.269543	896.45155050	17256.957	15896.19	415.96793	14	18981.458984	35572.371094	525.269543	897.203353		4.0	topfd
413.16864	647.60412125	18275.063	17097.621	399.57227	17	8763.700195	109539.90625	413.16864	647.854935		4.0	topfd
