,m/z A,m/z B,Ranking,comp_1_m/z A,comp_5_m/z B,1*m/z A + 5*m/z B,comp_2_m/z A,comp_4_m/z B,2*m/z A + 4*m/z B,comp_3_m/z A,comp_3_m/z B,3*m/z A + 3*m/z B,comp_4_m/z A,comp_2_m/z B,4*m/z A + 2*m/z B,comp_5_m/z A,comp_1_m/z B,5*m/z A + 1*m/z B,1*m/z A + 4*m/z B,2*m/z A + 3*m/z B,3*m/z A + 2*m/z B,4*m/z A + 1*m/z B
3951,819.480691,862.09738407,468,819.480691,4310.48692035,5129.96761135,1638.961382,3448.38953628,5087.35091828,2458.442073,2586.29215221,5044.734225210001,3277.922764,1724.19476814,5002.11753214,4097.403455,862.09738407,4959.5008390699995,4267.87022728,4225.25353421,4182.63684114,4140.02014807
3808,819.480691,861.89822303,469,819.480691,4309.49111515,5128.97180615,1638.961382,3447.59289212,5086.554274120001,2458.442073,2585.6946690900004,5044.136742090001,3277.922764,1723.79644606,5001.7192100600005,4097.403455,861.89822303,4959.3016780299995,4267.07358312,4224.65605109,4182.23851906,4139.82098703
71690,801.4479,828.69179103,470,801.4479,4143.45895515,4944.90685515,1602.8958,3314.76716412,4917.66296412,2404.3437,2486.07537309,4890.41907309,3205.7916,1657.38358206,4863.17518206,4007.2395,828.69179103,4835.9312910300005,4116.21506412,4088.97117309,4061.72728206,4034.48339103
14554,816.07608403,817.23031429,471,816.07608403,4086.15157145,4902.22765548,1632.15216806,3268.92125716,4901.07342522,2448.22825209,2451.69094287,4899.91919496,3264.30433612,1634.46062858,4898.7649647,4080.3804201499997,817.23031429,4897.61073444,4084.99734119,4083.84311093,4082.68888067,4081.53465041
9745,825.733837,849.89931503,472,825.733837,4249.49657515,5075.23041215,1651.467674,3399.59726012,5051.0649341200005,2477.201511,2549.69794509,5026.89945609,3302.935348,1699.79863006,5002.73397806,4128.669185,849.89931503,4978.56850003,4225.33109712,4201.165619089999,4177.00014106,4152.83466303
20867,683.068037,898.464065,473,683.068037,4492.320325,5175.388362,1366.136074,3593.85626,4959.9923340000005,2049.204111,2695.392195,4744.5963059999995,2732.272148,1796.92813,4529.200278,3415.340185,898.464065,4313.80425,4276.924297,4061.528269,3846.1322410000002,3630.736213
97382,751.389955,800.06523103,474,751.389955,4000.32615515,4751.71611015,1502.77991,3200.26092412,4703.04083412,2254.169865,2400.1956930899996,4654.3655580899995,3005.55982,1600.13046206,4605.69028206,3756.949775,800.06523103,4557.01500603,3951.65087912,3902.97560309,3854.3003270599997,3805.6250510299997
83809,802.07330503,817.23031429,475,802.07330503,4086.15157145,4888.224876480001,1604.14661006,3268.92125716,4873.06786722,2406.21991509,2451.69094287,4857.91085796,3208.29322012,1634.46062858,4842.7538487,4010.36652515,817.23031429,4827.596839440001,4070.99456219,4055.83755293,4040.68054367,4025.52353441
74771,652.362135,831.07847103,476,652.362135,4155.392355149999,4807.75449015,1304.72427,3324.31388412,4629.0381541199995,1957.086405,2493.23541309,4450.32181809,2609.44854,1662.15694206,4271.60548206,3261.8106749999997,831.07847103,4092.8891460299997,3976.6760191199996,3797.95968309,3619.24334706,3440.52701103
97156,751.389955,870.755308,477,751.389955,4353.77654,5105.1664949999995,1502.77991,3483.021232,4985.801142,2254.169865,2612.2659240000003,4866.435789,3005.55982,1741.510616,4747.070436,3756.949775,870.755308,4627.705083,4234.411187,4115.0458340000005,3995.680481,3876.315128
1609,199.180967,865.09817607,478,199.180967,4325.49088035,4524.6718473500005,398.361934,3460.39270428,3858.75463828,597.542901,2595.29452821,3192.8374292099998,796.723868,1730.19635214,2526.9202201400003,995.904835,865.09817607,1861.00301107,3659.57367128,2993.65646221,2327.73925314,1661.8220440700002
134359,623.294702,761.431327,479,623.294702,3807.1566350000003,4430.451337,1246.589404,3045.725308,4292.314712,1869.884106,2284.293981,4154.178087,2493.178808,1522.862654,4016.041462,3116.4735100000003,761.431327,3877.904837,3669.02001,3530.883385,3392.74676,3254.610135
35390,845.08499403,997.33454029,480,845.08499403,4986.672701449999,5831.757695479999,1690.16998806,3989.33816116,5679.50814922,2535.25498209,2992.00362087,5527.25860296,3380.33997612,1994.66908058,5375.0090567,4225.424970149999,997.33454029,5222.759510439999,4834.423155189999,4682.173608929999,4529.924062669999,4377.674516409999
82049,483.762116,612.334226,481,483.762116,3061.6711299999997,3545.4332459999996,967.524232,2449.336904,3416.8611359999995,1451.286348,1837.0026779999998,3288.289026,1935.048464,1224.668452,3159.716916,2418.81058,612.334226,3031.144806,2933.0990199999997,2804.5269099999996,2675.9548,2547.38269
14108,816.07608403,839.49340807,482,816.07608403,4197.46704035,5013.54312438,1632.15216806,3357.97363228,4990.12580034,2448.22825209,2518.48022421,4966.7084763,3264.30433612,1678.98681614,4943.29115226,4080.3804201499997,839.49340807,4919.873828219999,4174.04971631,4150.632392269999,4127.21506823,4103.79774419
37,853.890627,879.515366,483,853.890627,4397.57683,5251.467457,1707.781254,3518.061464,5225.842718,2561.671881,2638.546098,5200.217979,3415.562508,1759.030732,5174.59324,4269.453135,879.515366,5148.968500999999,4371.952091,4346.327352,4320.702613,4295.077874
60715,789.215704,959.892295,484,789.215704,4799.461475,5588.677179,1578.431408,3839.56918,5418.000588,2367.6471119999997,2879.676885,5247.3239969999995,3156.862816,1919.78459,5076.647406,3946.07852,959.892295,4905.970815,4628.784884,4458.108292999999,4287.431702,4116.7551109999995
43100,596.846292,847.68919003,485,596.846292,4238.44595015,4835.29224215,1193.692584,3390.75676012,4584.449344119999,1790.5388759999998,2543.06757009,4333.60644609,2387.385168,1695.37838006,4082.7635480599997,2984.23146,847.68919003,3831.9206500299997,3987.60305212,3736.76015409,3485.91725606,3235.0743580299995
43129,596.846292,847.48699003,486,596.846292,4237.43495015,4834.28124215,1193.692584,3389.94796012,4583.64054412,1790.5388759999998,2542.46097009,4332.99984609,2387.385168,1694.97398006,4082.35914806,2984.23146,847.48699003,3831.71845003,3986.7942521200002,3736.15355409,3485.5128560599996,3234.87215803
321622,654.875481,751.389955,644,654.875481,3756.949775,4411.825256,1309.750962,3005.55982,4315.3107820000005,1964.626443,2254.169865,4218.796308,2619.501924,1502.77991,4122.281834,3274.377405,751.389955,4025.7673600000003,3660.435301,3563.920827,3467.4063530000003,3370.8918790000002
